"Area","Programme","Level","Mode","University","University_URL","Programme_URL","Contact","Language"
"Social sciences","International marketing","Bachelor Programme","full-time programme","University of Lodz","https://go-poland.pl/university/university-lodz","https://study.gov.pl/university-lodz-6","mailto:admission@uni.lodz.pl","English"
"Humanities","International Masters in Economy, State and Society","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-3","mailto:MAprogramme@uj.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas","mailto:admissions@civitas.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Andrzej Frycz Modrzewski Krakow University","https://go-poland.pl/university/andrzej-frycz-modrzewski-krakow-university","https://study.gov.pl/andrzej-frycz-modrzewski-krakow-university-0","mailto:rekrutacja@afm.edu.pl ","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Lazarski University","https://www.lazarski.pl/en/","https://study.gov.pl/lazarski-university","mailto:recruitment@lazarski.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","University of Lodz","https://go-poland.pl/university/university-lodz","https://study.gov.pl/university-lodz-8","mailto:admission@uni.lodz.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Andrzej Frycz Modrzewski Krakow University","https://go-poland.pl/university/andrzej-frycz-modrzewski-krakow-university","https://study.gov.pl/andrzej-frycz-modrzewski-krakow-university-1","mailto:rekrutacja@afm.edu.pl ","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-19","mailto:study.socialsciences@uwr.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-0","mailto:rafal.szymanowski@amu.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-1","mailto:rafal.szymanowski@amu.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University College of Enterprise and Administration in Lublin","https://go-poland.pl/university-college-enterprise-and-administration-lublin","https://study.gov.pl/university-college-enterprise-and-administration-lublin-2","mailto:d.maruszak@wspa.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn","mailto:maciej.hartlinski@uwm.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","University of Lodz","https://go-poland.pl/university/university-lodz","https://study.gov.pl/university-lodz-8","mailto:admission@uni.lodz.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Andrzej Frycz Modrzewski Krakow University","https://go-poland.pl/university/andrzej-frycz-modrzewski-krakow-university","https://study.gov.pl/andrzej-frycz-modrzewski-krakow-university-1","mailto:rekrutacja@afm.edu.pl ","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-19","mailto:study.socialsciences@uwr.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-0","mailto:rafal.szymanowski@amu.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-1","mailto:rafal.szymanowski@amu.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn","mailto:maciej.hartlinski@uwm.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University College of Enterprise and Administration in Lublin","https://go-poland.pl/university-college-enterprise-and-administration-lublin","https://study.gov.pl/university-college-enterprise-and-administration-lublin-2","mailto:d.maruszak@wspa.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-0","mailto:maciej.hartlinski@uwm.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-6","mailto:graduate@ism.uw.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Maria Curie-Skłodowska University","https://www.umcs.pl/en/applicant.htm","https://study.gov.pl/maria-curie-sklodowska-university-7","mailto:studyinenglish@mail.umcs.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","University of Silesia in Katowice","https://go-poland.pl/university/university-silesia-katowice","https://study.gov.pl/international-studies-political-science-and-diplomacy-leadership-international-relations","mailto:admission@us.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-7","mailto:graduate@ism.uw.edu.pl","English"
"Humanities","International relations","Master's Programme","full-time programme","Nicolaus Copernicus University","https://go-poland.pl/university/nicolaus-copernicus-university","https://study.gov.pl/nicolaus-copernicus-university-9","mailto:studywithncu@umk.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","University of Silesia in Katowice","https://go-poland.pl/university/university-silesia-katowice","https://study.gov.pl/international-studies-political-science-and-diplomacy","mailto:admission@us.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-6","mailto:admission2@vistula.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-7","mailto:admissions@civitas.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-13","mailto:admission2@vistula.edu.pl","English"
"Social sciences","International relations","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-11","mailto:study.socialsciences@uwr.edu.pl","English"
"Social sciences","International relations","Bachelor Programme","full-time programme","Polish Naval Academy","http://www.amw.gdynia.pl/","https://study.gov.pl/polish-naval-academy-11","mailto:dziekanat.wnhis@amw.gdynia.pl","English"
"Social sciences","International Relations and Area Studies","Bachelor Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-2","mailto:iras@uj.edu.pl","English"
"Social sciences","International Relations and Public Diplomacy","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-10","mailto:isad@uj.edu.pl","English"
"Social sciences","International Security","Master's Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-16","mailto:admissions@civitas.edu.pl","English"
"Social sciences","International Security and Development","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-13","mailto:isad@uj.edu.pl","English"
"Social sciences","International tourism, hotel industry and leisure services","Bachelor Programme","full-time programme","Andrzej Frycz Modrzewski Krakow University","https://go-poland.pl/university/andrzej-frycz-modrzewski-krakow-university","https://study.gov.pl/andrzej-frycz-modrzewski-krakow-university-2","mailto:rekrutacja@afm.edu.pl","English"
"Arts","Jazz and stage music","Master's Programme","full-time programme","The Karol Szymanowski Academy of Music in Katowice","https://go-poland.pl/university/karol-szymanowski-academy-music-katowice","https://study.gov.pl/karol-szymanowski-academy-music-katowice-2","mailto:schoolofmusic@am.katowice.pl","English"
"Arts","Jazz and stage music","Master's Programme","full-time programme","The Karol Szymanowski Academy of Music in Katowice","https://go-poland.pl/university/karol-szymanowski-academy-music-katowice","https://study.gov.pl/karol-szymanowski-academy-music-katowice-2","mailto:schoolofmusic@am.katowice.pl","English"
"Arts","Jazz and stage music","Bachelor Programme","part-time programme","The Karol Lipiński Academy of Music in Wrocław","https://go-poland.pl/university/karol-lipinski-academy-music-wroclaw","https://study.gov.pl/karol-lipi-ski-academy-music-wroc-aw-0","mailto:info@amuz.wroc.pl","English"
"Social sciences","Journalism and new media","Bachelor Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-2","mailto:admissions@civitas.edu.pl","English"
"Social sciences","Journalism and social communication","Bachelor Programme","full-time programme","University College of Enterprise and Administration in Lublin","https://go-poland.pl/university/university-college-enterprise-and-administration-lublin","https://study.gov.pl/university-college-enterprise-and-administration-lublin","mailto:d.maruszak@wspa.pl","English"
"Social sciences","Journalism and social communication","Master's Programme","full-time programme","Adam Mickiewicz University, Poznań","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-pozna-7","mailto:dorota.piontek@amu.edu.pl","English"
"Social sciences","Journalism and social communication","Bachelor Programme","full-time programme","The John Paul II Catholic University of Lublin","https://study.gov.pl/pl/node/1672","https://study.gov.pl/john-paul-ii-catholic-university-lublin-4","mailto:study@kul.pl","English"
"Social sciences","Journalism and social communication","Bachelor Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-7","mailto:admission2@vistula.edu.pl","English"
"Technological sciences","Landscape architecture","Bachelor Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-13","mailto:studyatbut@pb.edu.pl","English"
"Technological sciences","Landscape architecture","Master's Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-14","mailto:studyatbut@pb.edu.pl","English"
"Humanities","Language and literature studies","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-5","mailto:international@uwr.edu.pl","English"
"Humanities","Language and literature studies","Doctoral studies","part-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-28","mailto:j.jurewicz@uw.edu.pl","English"
"Social sciences","Language and literature studies (American studies)","Bachelor Programme","full-time programme","University of Social Sciences","https://study.gov.pl/university/university-social-sciences","https://study.gov.pl/university-social-sciences-2","mailto:lodz@san.edu.pl","English"
"Humanities","Language and literature studies (American studies)","Bachelor Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-8","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","The University of Dąbrowa Górnicza","http://www.wsb.edu.pl/index.php?idg=en","https://study.gov.pl/academy-business-d-browa-g-rnicza","mailto:info@wsb.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin","mailto:patrycja.herman@konin.edu.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","Pomeranian University in Słupsk","http://www.apsl.edu.pl","https://study.gov.pl/pomeranian-university-slupsk","mailto:rekrutacja@apsl.edu.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-10","mailto:admission2@vistula.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-3","mailto:patrycja.herman@konin.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow","mailto:study@chorzow.merito.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-4","mailto:patrycja.herman@konin.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-6","mailto:study@chorzow.merito.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-5","mailto:study@chorzow.merito.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","part-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-3","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-9","mailto:admission2@vistula.edu.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-4","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-0","mailto:patrycja.herman@konin.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin","mailto:patrycja.herman@konin.edu.pl","English"
"Humanities","Language and literature studies (English)","Master's Programme","full-time programme","Pomeranian University in Słupsk","http://www.apsl.edu.pl","https://study.gov.pl/pomeranian-university-slupsk","mailto:rekrutacja@apsl.edu.pl","English"
"Humanities","Language and literature studies (English)","Bachelor Programme","full-time programme","The University of Dąbrowa Górnicza","http://www.wsb.edu.pl/index.php?idg=en","https://study.gov.pl/academy-business-d-browa-g-rnicza","mailto:info@wsb.edu.pl","English"
"Humanities","Language and literature studies (German)","Master's Programme","part-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-15","mailto:wsf@wsf.edu.pl","German"
"Humanities","Language and literature studies (German)","Bachelor Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-5","mailto:patrycja.herman@konin.edu.pl","German"
"Humanities","Language and literature studies (German)","Master's Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-6","mailto:patrycja.herman@konin.edu.pl","German"
"Humanities","Language and literature studies (German)","Bachelor Programme","full-time programme","Pomeranian University in Slupsk","http://www.apsl.edu.pl/","https://study.gov.pl/pomeranian-university-slupsk-2","mailto:rekrutacja@apsl.edu.pl","German"
"Humanities","Language and literature studies (German)","Bachelor Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-7","mailto:wsf@wsf.edu.pl","German"
"Humanities","Language and literature studies (German)","Bachelor Programme","part-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-9","mailto:wsf@wsf.edu.pl","German"
"Humanities","Language and literature studies (German)","Master's Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-1","mailto:patrycja.herman@konin.edu.pl","German"
"Humanities","Language and literature studies (German)","Bachelor Programme","full-time programme","State University of Applied Sciences in Konin","http://www.pwsz.konin.edu.pl","https://study.gov.pl/state-university-applied-sciences-konin-2","mailto:patrycja.herman@konin.edu.pl","German"
"Humanities","Language and literature studies (German)","Master's Programme","full-time programme","Pomeranian University in Slupsk","http://www.apsl.edu.pl","https://study.gov.pl/pomeranian-university-s-upsk","mailto:rekrutacja@apsl.edu.pl","German"
"Humanities","Language and literature studies (German)","Master's Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-14","mailto:wsf@wsf.edu.pl","German"
"Humanities","Language and literature studies (Italian)","Bachelor Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-13","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (Italian)","Bachelor Programme","part-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-12","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (Spanish)","Master's Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-16","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (Spanish)","Master's Programme","part-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-17","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (Spanish)","Bachelor Programme","full-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-10","mailto:wsf@wsf.edu.pl","English"
"Humanities","Language and literature studies (Spanish)","Bachelor Programme","part-time programme","Philological School of Higher Education in Wrocław","https://go-poland.pl/university/philological-school-higher-education-wroclaw","https://study.gov.pl/philological-school-higher-education-wroc-aw-11","mailto:wsf@wsf.edu.pl","English"
"Social sciences","Law","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-15","mailto:phd-studies@ujd.edu.pl","English"
"Social sciences","Law","Master's Programme","full-time programme","University of Silesia in Katowice","https://go-poland.pl/university/university-silesia-katowice","https://study.gov.pl/international-business-law-and-arbitration-ma","mailto:admission@us.edu.pl","English"
"Social sciences","Law","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-9","mailto:study.law-economics@uwr.edu.pl","English"
"Social sciences","Law","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-22","mailto:study.law-economics@uwr.edu.pl","English"
"Social sciences","Law","Bachelor Programme","full-time programme","Lazarski University","https://www.lazarski.pl/en/","https://study.gov.pl/lazarski-university-3","mailto:recruitment@lazarski.edu.pl","English"
"Humanities","Linguistics","Non-degree programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-22","mailto:awierzbinska@cwm.pw.edu.pl","English"
"Humanities","Linguistics","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-8","mailto:phd-studies@ujd.edu.pl","English"
"Humanities","Linguistics","Bachelor Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-5","mailto:anglistyka@wa.amu.edu.pl","English"
"Social sciences","Linguistics","Doctoral studies","part-time programme","University of Social Sciences","http://www.go-poland.pl/university/university-social-sciences","https://study.gov.pl/university-social-sciences-26","mailto:lodz@san.edu.pl","English"
"Humanities","Linguistics","Bachelor Programme","full-time programme","Державна Вища Професійна Школа в Валчев","http://pwsz.eu/uczelnia/ukra/#news","https://study.gov.pl/derzhavna-vishcha-profesiyna-shkola-v-valchev","mailto:erasmus@pwsz.eu","English"
"Humanities","Linguistics","Bachelor Programme","full-time programme","Krosno State College","http://www.pwsz.krosno.pl","https://study.gov.pl/krosno-state-college-0","mailto:iro@pwsz.krosno.pl","English"
"Humanities","Literary studies","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-9","mailto:phd-studies@ujd.edu.pl","English"
"Humanities","Literary studies","Bachelor Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-6","mailto:bryszard@wa.amu.edu.pl","English"
"Technological sciences","Logistics","Master's Programme","part-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-27","mailto:study@polsl.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Warszawa","https://study.gov.pl/university/uniwersytet-wsb-merito-warszawa","https://study.gov.pl/uniwersytet-wsb-merito-warszawa-3","mailto:study@warszawa.merito.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Warszawa","https://study.gov.pl/university/uniwersytet-wsb-merito-warszawa","https://study.gov.pl/uniwersytet-wsb-merito-warszawa-0","mailto:study@warszawa.merito.pl","English"
"Technological sciences","Logistics","Bachelor Programme","part-time programme","Polish Air Force Academy","http://www.go-poland.pl/university/polish-air-force-academy","https://study.gov.pl/polish-air-force-academy-3","mailto:j.tomaszewska@wsosp.pl","English"
"Social sciences","Logistics","Master's Programme","full-time programme","University of Warmia and Mazury in Olsztyn","http://www.go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-11","mailto:wne@uwm.edu.pl","English"
"Technological sciences","Logistics","Master's Programme","part-time programme","Polish Air Force Academy","http://www.go-poland.pl/university/polish-air-force-academy","https://study.gov.pl/polish-air-force-academy-4","mailto:j.tomaszewska@wsosp.pl","English"
"Social sciences","Logistics","Master's Programme","full-time programme","University of Information Technology and Management","https://go-poland.pl/university/university-information-technology-and-management","https://study.gov.pl/university-information-technology-and-management","mailto:io@wsiz.rzeszow.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-4","mailto:study@chorzow.merito.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-3","mailto:study@chorzow.merito.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Wyższa Szkoła Bankowa w Łodzi","https://study.gov.pl/university/wyzsza-szkola-bankowa-w-lodzi","https://study.gov.pl/wyzsza-szkola-bankowa-w-lodzi-0","mailto:rekrutacja@wsb.lodz.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Torun","https://study.gov.pl/university/uniwersytet-wsb-merito-torun","https://study.gov.pl/uniwersytet-wsb-merito-torun-7","mailto: study@torun.merito.pl","English"
"Technological sciences","Logistics","Master's Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/logistics","mailto:iso@pcz.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Wrocław","https://study.gov.pl/university/uniwersytet-wsb-merito-wroclaw","https://study.gov.pl/uniwersytet-wsb-merito-wroclaw-0","mailto:studyinenglish@wroclaw.merito.pl","English"
"Technological sciences","Logistics","Master's Programme","full-time programme","Poznan University of Technology","https://go-poland.pl/university/poznan-university-technology","https://study.gov.pl/poznan-university-technology-16","mailto:study@put.poznan.pl","English"
"Technological sciences","Logistics","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Bydgoszcz","https://study.gov.pl/university/uniwersytet-wsb-merito-bydgoszcz","https://study.gov.pl/uniwersytet-wsb-merito-bydgoszcz-4","mailto:study@wsb.torun.pl","English"
"Humanities","Management","Master's Programme","full-time programme","Uniwersytet WSB Merito Gdańsk","https://study.gov.pl/university/uniwersytet-wsb-merito-gdansk","https://study.gov.pl/uniwersytet-wsb-merito-gdansk-1","mailto:admission@gdansk.merito.pl","English"
"Science","Management","Doctoral studies","full-time programme","Kozminski University","https://go-poland.pl/university/kozminski-university","https://study.gov.pl/kozminski-university-6","mailto:phd@kozminski.edu.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Uniwersytet WSB Merito Warszawa","https://study.gov.pl/university/uniwersytet-wsb-merito-warszawa","https://study.gov.pl/uniwersytet-wsb-merito-warszawa-8","mailto:study@warszawa.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Uniwersytet WSB Merito Wrocław","https://study.gov.pl/university/uniwersytet-wsb-merito-wroclaw","https://study.gov.pl/uniwersytet-wsb-merito-wroclaw-4","mailto:studyinenglish@wroclaw.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-14","mailto:admission2@vistula.edu.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Katowice School of Economics","http://www.gwsh.pl","https://study.gov.pl/katowice-school-economics-0","mailto:int.office@gwsh.pl","English"
"Science","Management","Master's Programme","full-time programme","Kozminski University","https://go-poland.pl/university/kozminski-university","https://study.gov.pl/kozminski-university-9","mailto:admission@kozminski.edu.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-12","mailto:studyatbut@pb.edu.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Gdańsk University of Technology","http://www.pg.edu.pl","https://study.gov.pl/gdansk-university-technology-5","mailto:study@pg.edu.pl","English"
"Humanities","Management","Master's Programme","full-time programme","Katowice School of Economics","http://www.gwsh.pl","https://study.gov.pl/katowice-school-economics-1","mailto:int.office@gwsh.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Lazarski University","https://www.lazarski.pl/en/","https://study.gov.pl/lazarski-university-0","mailto:recruitment@lazarski.edu.pl","English"
"Social sciences","Management","Doctoral studies","part-time programme","University of Social Sciences","http://www.go-poland.pl/university/university-social-sciences","https://study.gov.pl/university-social-sciences-3","mailto:lodz@san.edu.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-1","mailto:admission2@vistula.edu.pl ","English"
"Social sciences","Management","Non-degree programme","part-time programme","Gdańsk University of Technology","https://go-poland.pl/university/gdansk-university-technology","https://study.gov.pl/gda-sk-university-technology-10","mailto:mba@zie.pg.gda.pl ","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Wyższa Szkoła Biznesu - National Louis University","https://www.wsb-nlu.edu.pl/en","https://study.gov.pl/wyzsza-szkola-biznesu-national-louis-university","mailto:bwz@wsb-nlu.edu.pl","English"
