"University","Degree","Level","Language","Credits_Percent","Area","ECTS_Foreign","Cost_per_ECTS","ECTS","Subjects_Foreign","Linguistic_Requirements","Program_Link"
"Universidad de Barcelona","Bioinformatics for Health Sciences","Master","English","100%","Health Sciences","120","Check it with the coordinatig university","120","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","https://www.upf.edu/en/web/masters/bioinformatica-per-a-les-ciencies-de-la-salut"
"Universidad de Barcelona","Biological Anthropology","Master","English","","Sciences","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/B/M0G09/index.html"
"Universidad de Barcelona","Biomedical Engineering","Master","English","","Engineering","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/B/M010D/index.html"
"Universidad de Barcelona","Biomedicine","Master","English","60%","Health Sciences","36","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/B/M010B/index.html"
"Universidad de Barcelona","Business Law","Master","English","5%","Social Sciences and Law","4.5","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/B/M0R09/index.html"
"Universidad de Barcelona","Business Research","Master","English","30%","Social Sciences and Law","18","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/B/M0S07/index.html"
"Universidad de Barcelona","Chemical Engineering","Master","English","30%","Engineering","27","Approximate price:  41,17 euros per credit ( 71 euros for students who are not EU nationals and do not currently reside in Spain). Fees for the academic year 2017-2018","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/MD303/index.html"
"Universidad de Barcelona","Chinese Traditional Medicine","Master","English","","Health Sciences","","Approximate price:  60 euros per credit (100 euros for students who are not EU nationals and do not currently reside in Spain).","120","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/estudis/en/mastersuniversitaris/medicinaxinesa/introduction"
"Universidad de Barcelona","Citizenship and Human Rights: Ethics and Politics","Master","English","20%","Arts and Humanities","12","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/M0C0J/index.html"
"Universidad de Barcelona","Clinical Investigation","Master","English","50%","Health Sciences","30","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/M280D/index.html"
"Universidad de Barcelona","Cognitive Science and Language","Master","English","80%","Arts and Humanities","48","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/M0C0K/index.html"
"Universidad de Barcelona","Conflict Mediation","Master","English","","Social Sciences and Law","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","https://www.ub.edu/portal/web/psychology/university-master-s-degrees/-/ensenyament/detallEnsenyament/4467482"
"Universidad de Barcelona","Construction and Representation of Cultural Identity","Master","English","40%","Arts and Humanities","24","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/M0X0C/index.html"
"Universidad de Barcelona","Creation and Management of Innovative Technology-Based Companies","Master","English","13%","Social Sciences and Law","7.8","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/M0S0D/index.html"
"Universidad de Barcelona","Cultural Management","Master","English","10%","Social Sciences and Law","9","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/C/M0304/index.html"
"Universidad de Barcelona","Digital Content Production and Entrepreneurship","Master","English","","Social Sciences and Law","","Check it with the coordinating university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/D/M1901/index.html"
"Universidad de Barcelona","Diplomacy and International Organizations","Master","English","40%","Social Sciences and Law","24","Check it with the coordinating university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/D/MDP01/index.html"
"Universidad de Barcelona","Drug Research, Development and Control","Master","English","","Health Sciences","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","https://www.ub.edu/portal/web/farmacia-en/university-master-s-degrees/-/ensenyament/detallEnsenyament/627452"
"Universidad de Barcelona","Ecology, Environmental Management and Restoration","Master","English","20%","Sciences","12","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/M2203/index.html"
"Universidad de Barcelona","Economic History","Master","English","2%","Social Sciences and Law","1.2","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/M0T08/index.html"
"Universidad de Barcelona","Economics","Master","English","100%","Social Sciences and Law","120","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","120","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/M0T07/index.html"
"Universidad de Barcelona","Economics, Regulation and Competition in Public Services","Master","English","30%","Social Sciences and Law","18","Approximate price: 55 euros per credit (99,90 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/MD5D7/index.html"
"Universidad de Barcelona","Environmental Engineering","Master","English","","Engineering","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/M070B/index.html"
"Universidad de Barcelona","Erasmus Mundis in Global Markets, Local Creativities","Master","English","100%","Social Sciences and Law","120","Check it with the coordinating university","120","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/MD5DF/index.html"
"Universidad de Barcelona","Erasmus Mundus in Leading International Vaccinology Education (Live)","Master","English","","Sciences","","Check it with the coordinating university","120","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/M220B/index.html"
"Universidad de Barcelona","Erasmus Mundus in Nanoscience and Nanotechnology","Master","English","100%","Sciences","120","Check it with the coordinating university","120","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/N/MD708/index.html?"
"Universidad de Barcelona","Erasmus Mundus in Photonics Engineering, Nanophotonics and Biophotonics","Master","English","100%","Sciences","120","Check it with the coordinating university","120","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/MD702/index.html?"
"Universidad de Barcelona","Erasmus Mundus in Public Policy (Mundus MAPP)","Master","English","","Social Sciences and Law","","Check it with the coordinating university","120","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/MD60B/index.html"
"Universidad de Barcelona","Erasmus Mundus in Work, Organizational and Personnel Psychology","Master","English","75%","Social Sciences and Law","90","Check it with the coordinating university","120","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/E/M0M0X/index.html"
"Universidad de Barcelona","Paleobiology and Fossil Record","Master","English","85%","Sciences","51","Check it with the coordinatig university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/MD803/index.html"
"Universidad de Barcelona","Food Research, Development and Innovation","Master","English","2%","Sciences","1.2","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/F/M0509/index.html"
"Universidad de Barcelona","Fundamental Principles of Data Science","Master","English","100%","Sciences","60","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/F/MD901/index.html"
"Universidad de Barcelona","Genetics and Genomics","Master","English","","Sciences","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/G/M0Q04/index.html"
"Universidad de Barcelona","History of Science: Science, History and Scoiety","Master","English","","Arts and Humanities","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/H/M0C0G/informacioGeneral/index.html?"
"Universidad de Barcelona","Innovation and Entrepreneurship in Biomedical Engineering","Master","English","100%","Engineering","90","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","90","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/M280K/index.html"
"Universidad de Barcelona","Innovation in Design for the Tourism Sector","Master","English","30%","Arts and Humanities","18","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/M2102/index.html"
"Universidad de Barcelona","Integrative Physiology","Master","English","25%","Sciences","15","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/M2206/index.html"
"Universidad de Barcelona","International Business","Master","English","100%","Social Sciences and Law","60","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/MD5DC/index.html"
"Universidad de Barcelona","International Development","Master","English","100%","Social Sciences and Law","60","Check it with the coordinating university","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/MD60L/index.html"
"Universidad de Barcelona","International Relations","Master","English","100%","Social Sciences and Law","60","Check it with the coordinating university","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/MD502/index.html"
"Universidad de Barcelona","International Security","Master","English","100%","Social Sciences and Law","60","Check it with the coordinating university","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/MD608/index.html"
"Universidad de Barcelona","Internationalization: Economic, Commercial, Legal and Political Aspects","Master","English","10%","Social Sciences and Law","9","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/I/M0P02/index.html"
"Universidad de Barcelona","Medical Anthropology and Global Health","Master","English","10%","Social Sciences and Law","12","Check it with the coordinating university","120","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/M/M2708/index.html"
"Universidad de Barcelona","Meteorology","Master","English","20%","Sciences","12","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/M/M0D0K/index.html"
"Universidad de Barcelona","Molecular Biotechnology","Master","English","50%","Sciences","30","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/M/M0404/index.html"
"Universidad de Barcelona","Nanoscience and Nanotechnology","Master","English","100%","Sciences","60","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/N/M0802/index.html"
"Universidad de Barcelona","Neurosciences","Master","English","30%","Health Sciences","18","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/N/M0108/index.html"
"Universidad de Barcelona","Nuclear Physics","Master","English","","Sciences","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/N/MD701/index.html"
"Universidad de Barcelona","Nutrition and Metabolism","Master","English","11%","Health Sciences","6.6","Check it with the coordinatig university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/N/M0507/index.html"
"Universidad de Barcelona","Oceanography and Marine Environmental Management","Master","English","5%","Sciences","3","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/O/M0605/index.html"
"Universidad de Barcelona","Organic Chemistry","Master","English","25%","Sciences","15","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/O/M1207/index.html"
"Universidad de Barcelona","People and Team Management ans Development in Organizations","Master","English","20%","Social Sciences and Law","12","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M0M0D/index.html"
"Universidad de Barcelona","Photonics / Fotònica","Master","English","100%","Sciences","60","Check it with the coordinating university","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M0D0H/index.html"
"Universidad de Barcelona","Physical Activity and Health","Master","English","10%","Health Sciences","6","Check it with the coordinating university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M2C04/index.html"
"Universidad de Barcelona","Plant Biology, Genomics and Biotechnology","Master","English","100%","Sciences","60","Check it with the coordinating university","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M220C/index.html"
"Universidad de Barcelona","Production & Artistic Research","Master","English","25%","Arts and Humanities","22.5","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M090B/index.html"
"Universidad de Barcelona","Psychology and Education","Master","English","60%","Social Sciences and Law","36","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M2901/index.html"
"Universidad de Barcelona","Psychology of Sport and Physical Activity","Master","English","10%","Health Sciences","9","Check it with the coordinating university","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M2C0B/index.html"
"Universidad de Barcelona","Public Management","Master","English","30%","Social Sciences and Law","18","Check it with the coordinating university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M0T06/index.html"
"Universidad de Barcelona","Pure and Applied Logic","Master","English","100%","Sciences","90","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","90","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/P/M0C0D/index.html"
"Universidad de Barcelona","Renewable Energy and Energetic Sustainability","Master","English","15%","Sciences","9","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/R/MD703/index.html"
"Universidad de Barcelona","Research in Behavior and Cognition","Master","English","80%","Health Sciences","48","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/R/M2B03/index.html"
"Universidad de Barcelona","Research in Language and Literature Teaching","Master","English","","Social Sciences and Law","","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/R/M0F07/index.html"
"Universidad de Barcelona","Reservoir Geology and Geophysics","Master","English","100%","Sciences","60","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/R/M0Z05/index.html"
"Universidad de Barcelona","Science and Integrated Management of Water","Master","English","10%","Sciences","12","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","120","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/S/M070D/index.html"
"Universidad de Barcelona","Sociology: Social Transformations and Innovation","Master","English","20%","Social Sciences and Law","18","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/S/M0V02/index.html"
"Universidad de Barcelona","Spatial Planning and Enrironmental Management","Master","English","10%","Arts and Humanities","6","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/S/M0H02/index.html?"
"Universidad de Barcelona","Specialized Communication","Master","English","10%","Social Sciences and Law","6","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/S/M0W05/index.html"
"Universidad de Barcelona","Sport Business Management","Master","English","20%","Social Sciences and Law","12","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/S/M0S0C/index.html"
