"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"Educational Technology","University of Tartu","Master","https://ut.ee/en/curriculum/educational-technology ","English","Estonia",NA,"No",58.381084,26.719866
"Educational Innovation and Leadership","Tallinn University","Master","https://www.tlu.ee/en/hti/educational-innovation-and-leadership","English","Estonia",NA,"No",59.4404,24.772396
"Contemporary Asian and Middle Eastern Studies","University of Tartu","Master","https://ut.ee/cames ","English","Estonia",NA,"No",58.381084,26.719866
"Politics and Governance in the Digital Age","University of Tartu","Master","https://ut.ee/en/curriculum/politics-and-governance-digital-age","English","Estonia",NA,"No",58.381084,26.719866
"International Relations","Tallinn University","Master","https://www.tlu.ee/en/yti/international-relations","English","Estonia",NA,"No",59.4404,24.772396
"International Relations and Regional Studies","University of Tartu","Master","http://www.ut.ee/irrs","English","Estonia",NA,"No",58.381084,26.719866
"Social Entrepreneurship","Tallinn University","Other","https://www.tlu.ee/en/yti/social-entrepreneurship","English","Estonia",NA,"No",59.4404,24.772396
"Disinformation and Societal Resilience","University of Tartu","Master","https://ut.ee/en/curriculum/disinformation-and-societal-resilience","English","Estonia",NA,"No",58.381084,26.719866
"Well-being and Health Behaviour","Tallinn University","Master","https://www.tlu.ee/en/lti/well-being-and-health-behaviour-ma","English","Estonia",NA,"No",59.4404,24.772396
"Technology Governance and Sustainability","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/technology-governance-and-sustainability","English","Estonia",NA,"No",59.440219,24.73722
"Public Sector Innovation and e-Governance","Tallinn University of Technology","Master","https://pioneer-master.eu/","English","Estonia",NA,"No",59.440219,24.73722
"Artificial Intelligence for Sustainable Societies","Tallinn University","Master","https://www.tlu.ee/en/dt/aissma","English","Estonia",NA,"No",59.4404,24.772396
"Entrepreneurial Management MBA","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/entrepreneurial-management-mba","English","Estonia",NA,"No",59.440219,24.73722
"Entrepreneurship in Economic Policymaking","University of Tartu","Master","https://ut.ee/economic","English","Estonia",NA,"No",58.381084,26.719866
"Innovation and Technology Management","University of Tartu","Master","http://www.ut.ee/itm","English","Estonia",NA,"No",58.381084,26.719866
"MA in International Management","Estonian Business School","Master","https://ebs.ee/en/ma","English","Estonia",NA,"No",59.431693,24.754615
"International Business In The Digital Era","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/international-business-administration","English","Estonia",NA,"No",59.440219,24.73722
"International Business Administration","Estonian Entrepreneurship University of Applied Sciences","Master","https://euas.eu/program/international_business_administration","English","Estonia",NA,"No",59.421672,24.845927
"MBA in Management (2-year program)","Estonian Business School","Master","https://www.ebs.ee/en/mba-management-2-year-program","English","Estonia",NA,"No",59.431693,24.754615
"Technology Innovation MBA","Estonian Business School","Master","https://www.ebs.ee/en/timba","English","Estonia",NA,"No",59.431693,24.754615
"Quantitative Economics","University of Tartu","Master","http://www.ut.ee/quant","English","Estonia",NA,"No",58.381084,26.719866
"Human Rights in the Digital Society","Tallinn University","Master","https://www.tlu.ee/en/yti/human-rights-digital-society","English","Estonia",NA,"No",59.4404,24.772396
"Information Technology Law","University of Tartu","Master","https://ut.ee/en/curriculum/information-technology-law","English","Estonia",NA,"No",58.381084,26.719866
"International Law and Human Rights","University of Tartu","Master","http://www.ut.ee/ilhr","English","Estonia",NA,"No",58.381084,26.719866
"Law","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/law","English","Estonia",NA,"No",59.440219,24.73722
"Clinical Nutrition","University of Tartu","Master","https://ut.ee/en/curriculum/clinical-nutrition","English","Estonia",NA,"No",58.381084,26.719866
"Radiography (Radiotherapy)","Tartu Applied Health Sciences University","Master","https://www.nooruse.ee/radiography/programme","English","Estonia",NA,"No",39.871272,32.752014
"Clinical Pharmacy","University of Tartu","Master","https://ut.ee/en/curriculum/clinical-pharmacy","English","Estonia",NA,"No",58.381084,26.719866
"Physiotherapy","Tartu Applied Health Sciences University","Master","https://www.nooruse.ee/en/admission/masters-programme-in-physiotherapy/","English","Estonia",NA,"No",39.871272,32.752014
"Computer Science","University of Tartu","Master","http://www.ut.ee/compsci","English","Estonia",NA,"No",58.381084,26.719866
"Cybersecurity","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/cybersecurity","English","Estonia",NA,"No",59.440219,24.73722
"Digital Health","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/digital-health","English","Estonia",NA,"No",59.440219,24.73722
"Digital Learning Games","Tallinn University","Master","https://www.tlu.ee/en/dlg","English","Estonia",NA,"No",59.4404,24.772396
"e-Governance Technologies and Services","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/e-governance-technologies-and-services","English","Estonia",NA,"No",59.440219,24.73722
"Human-Computer Interaction","Tallinn University","Master","https://www.tlu.ee/en/humancomputerinteraction","English","Estonia",NA,"No",59.4404,24.772396
"Interaction Design","Tallinn University","Other","https://www.tlu.ee/en/interactiondesign","English","Estonia",NA,"No",59.4404,24.772396
"Robotics and Computer Engineering","University of Tartu","Master","http://www.ut.ee/robotics","English","Estonia",NA,"No",58.381084,26.719866
"Software Engineering","University of Tartu","Master","http://www.ut.ee/software","English","Estonia",NA,"No",58.381084,26.719866
"Industrial Engineering and Management","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/industrial-engineering-and-management","English","Estonia",NA,"No",59.440219,24.73722
"Landscape Architecture","Estonian University of Life Sciences","Master","https://www.emu.ee/en/landscape-architecture ","English","Estonia",NA,"No",58.383579,26.687608
"Technology of Wood, Plastics and Textiles","Tallinn University of Technology","Master","https://taltech.ee/en/masters-programmes/technology-of-wood-plastics-and-textiles","English","Estonia",NA,"No",59.440219,24.73722
"Marine Engineering","Tallinn University of Technology","Master","https://taltech.ee/en/marine-engineering","English","Estonia",NA,"No",59.440219,24.73722
"Maritime Digital Solutions","Tallinn University of Technology","Master","https://taltech.ee/en/maritime-digital-solutions","English","Estonia",NA,"No",59.440219,24.73722
"Planning and Analysis in Multifunctional Forestry","Estonian University of Life Sciences","Master","https://www.emu.ee/en/planning-and-analysis-in-multifunctional-forestry ","English","Estonia",NA,"No",58.383579,26.687608
"Environmental Governance and Adaptation to Climate Change","Estonian University of Life Sciences / University of Tartu","Master","https://www.emu.ee/en/environmental-governance-and-adaptation-to-climate-change ","English","Estonia",NA,"No",58.383579,26.687608
"Actuarial and Financial Engineering","University of Tartu","Master","https://ut.ee/fineng","English","Estonia",NA,"No",58.381084,26.719866
"Bioengineering","University of Tartu","Master","https://ut.ee/bioeng","English","Estonia",NA,"No",58.381084,26.719866
"Excellence in Analytical Chemistry","University of Tartu","Master","https://ut.ee/each","English","Estonia",NA,"No",58.381084,26.719866
"Geoinformatics for Urbanised Society","University of Tartu","Master","https://ut.ee/gis","English","Estonia",NA,"No",58.381084,26.719866
"Materials Science and Technology","University of Tartu","Master","https://ut.ee/matsci","English","Estonia",NA,"No",58.381084,26.719866
"Beauty Therapy","St. Ignatius of Loyola College","Bachelor","https://studyin.lt/programs/beauty-therapy-3/","English","Lithuania",180,"No",54.897193,23.893243
"Hospitality Management","St. Ignatius of Loyola College","Bachelor","https://studyin.lt/programs/hospitality-management-2/","English","Lithuania",180,"No",54.897193,23.893243
"Social Work","St. Ignatius of Loyola College","Bachelor","https://studyin.lt/programs/social-work-6/","English","Lithuania",180,"No",54.897193,23.893243
"Pastoral Care","St. Ignatius of Loyola College","Bachelor","https://studyin.lt/programs/pastoral-care/","English","Lithuania",180,"No",54.897193,23.893243
"Innovative Communication and Entrepreneurship","Vilnius University","Bachelor","https://studyin.lt/programs/innovative-communication-and-entrepreneurship/","English","Lithuania",180,"No",54.682788,25.287514
"Linguistics (Baltic Linguistics)","Vilnius University","Master","https://studyin.lt/programs/linguistics-baltic-linguistics/","English","Lithuania",NA,"No",54.682788,25.287514
"Economics","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/economics-7/","English","Lithuania",180,"No",54.903024,23.950302
"Politics, Philosophy and Society","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/politics-philosophy-and-society/","English","Lithuania",180,"No",54.903024,23.950302
"Social Innovations and Research","Kaunas University of Technology","Master","https://studyin.lt/programs/social-innovations-and-research/","English","Lithuania",NA,"No",54.903024,23.950302
"Innovation Management and Entrepreneurship","Kaunas University of Technology","Master","https://studyin.lt/programs/innovation-management-and-entrepreneurship-2/","English","Lithuania",NA,"No",54.903024,23.950302
"Design for Sustainable Future","Kaunas University of Technology","Master","https://studyin.lt/programs/design-for-sustainable-future/","English","Lithuania",NA,"No",54.903024,23.950302
"Mathematics","Kaunas University of Technology","PhD","https://studyin.lt/programs/mathematics-2/","English","Lithuania",NA,"No",54.903024,23.950302
"PhD in Environmental Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-environmental-engineering/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Transport Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-transport-engineering/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Materials Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-materials-engineering/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Civil Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-geotechnical-engineering/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-mechanical-engineering/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-communication-and-information/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-communication-and-information-2/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-communication-and-information-3/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-communication-and-information-4/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-communication-and-information-5/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in History and Theory of Arts","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-history-and-theory-of-arts/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-mechanical-engineering-2/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-mechanical-engineering-3/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Environmental Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-environmental-engineering-2/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Environmental Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-environmental-engineering-3/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Management","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-management-2/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Management","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-management-3/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Management","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-management-4/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Economics","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-economics-2/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Economics","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-economics-3/","English","Lithuania",NA,"No",54.725283,25.330526
"PhD in Electrical and Electronics Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","PhD","https://studyin.lt/programs/phd-in-electrical-and-electronics-engineering/","English","Lithuania",NA,"No",54.725283,25.330526
"Fashion Management","Kazimieras Simonavicius University (KSU)","Master","https://studyin.lt/programs/fashion-management/","English","Lithuania",NA,"No",54.687367,25.289212
"Contemporary Communication and Media","Kazimieras Simonavicius University (KSU)","Bachelor","https://studyin.lt/programs/contemporary-communication-and-media/","English","Lithuania",180,"No",54.687367,25.289212
"English for Specific Purposes and Interculturality","Mykolas Romeris University","Master","https://studyin.lt/programs/english-for-specific-purposes-and-interculturality/","English","Lithuania",NA,"No",54.687367,25.289212
"Cinema Industry Management","Kazimieras Simonavicius University (KSU)","Bachelor","https://studyin.lt/programs/cinema-industry-management/","English","Lithuania",180,"No",54.687367,25.289212
"Language and AI Management","Vilnius University","Bachelor","https://studyin.lt/programs/language-and-ai-management/","English","Lithuania",180,"No",54.682788,25.287514
"Economics and Management","Vilnius University","Bachelor","https://studyin.lt/programs/economics-and-management/","English","Lithuania",180,"No",54.682788,25.287514
"Customs Process Management (Online)","Vytautas Magnus University","Master","https://studyin.lt/programs/customs-process-management-online/","English","Lithuania",NA,"No",54.899789,23.911436
"Economics and Finance","Vilnius University","Bachelor","https://studyin.lt/programs/economics-and-finance-2/","English","Lithuania",180,"No",54.682788,25.287514
"Aquamatics","Vytautas Magnus University","Master","https://studyin.lt/programs/aquamatics/","English","Lithuania",NA,"No",54.899789,23.911436
"Sport Studies (in Kaunas)","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/sport-studies-in-kaunas/","English","Lithuania",180,"No",54.899789,23.911436
"Strategic Management of Information Systems","Vilnius University","Master","https://studyin.lt/programs/strategic-management-of-information-systems/","English","Lithuania",NA,"No",54.682788,25.287514
"Photography (Kaunas)","Vilnius Academy of Arts","Master","https://studyin.lt/programs/photography-kaunas/","English","Lithuania",NA,"No",54.687367,25.289212
"Sculpture (Telšiai)","Vilnius Academy of Arts","Bachelor","https://studyin.lt/programs/sculpture-telsiai/","English","Lithuania",180,"No",54.687367,25.289212
"Artworks Restoration and Conservation (Telšiai)","Vilnius Academy of Arts","Bachelor","https://studyin.lt/programs/artworks-restoration-and-conservation-telsiai/","English","Lithuania",180,"No",54.687367,25.289212
"Graphic Design (Klaipėda)","Vilnius Academy of Arts","Bachelor","https://studyin.lt/programs/graphic-design-klaipeda/","English","Lithuania",180,"No",54.687367,25.289212
"Public Health Education","Klaipeda University","Master","https://studyin.lt/programs/public-health-education/","English","Lithuania",NA,"No",55.724889,21.126213
"Public Health","Klaipeda University","Bachelor","https://studyin.lt/programs/public-health-2/","English","Lithuania",180,"No",55.724889,21.126213
"Preparatory English Language Course B2","Mykolas Romeris University","Other","https://studyin.lt/programs/preparatory-english-language-courses-b1/","English","Lithuania",NA,"No",54.687367,25.289212
"Fashion Design","Kauno kolegija Higher Education Institution","Bachelor","https://studyin.lt/programs/fashion-design/","English","Lithuania",180,"No",37.13927,-8.542825
"Oral hygiene","Kauno kolegija Higher Education Institution","Bachelor","https://studyin.lt/programs/oral-hygiene/","English","Lithuania",180,"No",37.13927,-8.542825
"Sustainability and Future Societies","Vilnius University","Bachelor","https://studyin.lt/programs/sustainability-and-future-societies/","English","Lithuania",180,"No",54.682788,25.287514
"Bioinformatics","Vilnius University","Bachelor","https://studyin.lt/programs/bioinformatics/","English","Lithuania",180,"No",54.682788,25.287514
"Financial Data Analytics and Sustainable Finance (FINDATA)","Vilnius University","Master","https://studyin.lt/programs/financial-data-analytics-and-sustainable-finance-findata/","English","Lithuania",NA,"No",54.682788,25.287514
"Strategic Economics","Vilnius University","Bachelor","https://studyin.lt/programs/strategic-economics/","English","Lithuania",180,"No",54.682788,25.287514
"Italian Philology","Vilnius University","Bachelor","https://studyin.lt/programs/italian-philology/","English","Lithuania",180,"No",54.682788,25.287514
"Central and East European Languages and Cultures (Russian Studies)","Vilnius University","Bachelor","https://studyin.lt/programs/central-and-east-european-languages-and-cultures-russian-studies/","Russian","Lithuania",180,"No",54.682788,25.287514
"International Trade and Customs Logistics","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/international-trade-and-customs-logistics/","English","Lithuania",180,"No",50.5328165,14.1750751
"Future Business and Artificial Intelligence","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/future-business-and-artificial-intelligence/","English","Lithuania",180,"No",50.5328165,14.1750751
"Sustainable Business and Green Technologies","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/sustainable-business-and-green-technologies/","English","Lithuania",180,"No",50.5328165,14.1750751
"Restoration of Art and Interior Heritage (Vilnius)","Vilnius Academy of Arts","Master","https://studyin.lt/programs/restoration-of-art-and-interior-heritage/","English","Lithuania",NA,"No",54.687367,25.289212
"Business Building and Management","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/business-building-and-management/","English","Lithuania",180,"No",50.5328165,14.1750751
"Design (Vilnius)","Vilnius Academy of Arts","Bachelor","https://studyin.lt/programs/design-vilnius-2/","English","Lithuania",180,"No",54.687367,25.289212
"Graphic Art (Vilnius)","Vilnius Academy of Arts","Bachelor","https://studyin.lt/programs/graphic-art-vilnius/","English","Lithuania",180,"No",54.687367,25.289212
"Animation (Vilnius)","Vilnius Academy of Arts","Master","https://studyin.lt/programs/animation-vilnius-2/","English","Lithuania",NA,"No",54.687367,25.289212
"Illustration and Contexts (Kaunas)","Vilnius Academy of Arts","Master","https://studyin.lt/programs/illustration-and-contexts-kaunas/","English","Lithuania",NA,"No",54.687367,25.289212
"Computer Science","European Humanities University","Bachelor","https://studyin.lt/programs/computer-science/","English","Lithuania",180,"No",54.687367,25.289212
"Data Science and Artificial Intelligence","Kaunas University of Technology","Master","https://studyin.lt/programs/data-science-and-artificial-intelligence/","English","Lithuania",NA,"No",54.903024,23.950302
"Aviation Management","Kazimieras Simonavicius University (KSU)","Master","https://studyin.lt/programs/masters-aviation-management/","English","Lithuania",NA,"No",54.687367,25.289212
"PhD Position Opportunity in the science field of Civil Engineering","Kaunas University of Technology","PhD","https://studyin.lt/programs/phd-position-opportunity-in-the-science-field-of-civil-engineering/","English","Lithuania",NA,"No",54.903024,23.950302
"Business Sustainability Management","ISM University of Management and Economics","Master","https://studyin.lt/programs/business-sustainability-management-2/","English","Lithuania",NA,"No",54.687367,25.289212
"Economics and Data Analytics","ISM University of Management and Economics","Bachelor","https://studyin.lt/programs/economics-and-data-analytics/","English","Lithuania",180,"No",54.687367,25.289212
"Innovation and Technology Management","ISM University of Management and Economics","Master","https://studyin.lt/programs/innovation-and-technology-management-2/","English","Lithuania",NA,"No",54.687367,25.289212
"Business Management and Marketing","ISM University of Management and Economics","Bachelor","https://studyin.lt/programs/business-management-and-marketing-2/","English","Lithuania",180,"No",54.687367,25.289212
"Engineering Physics","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/engineering-physics/","English","Lithuania",180,"No",54.903024,23.950302
"Communication and Information Sciences (PhD)","Vilnius University","PhD","https://studyin.lt/programs/communication-and-information-sciences/","English","Lithuania",NA,"No",54.682788,25.287514
"Industrial Biotechnology","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/industrial-biotechnology-2/","English","Lithuania",180,"No",54.903024,23.950302
"Biomedical Materials Industries","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/biomedical-materials-industries/","English","Lithuania",180,"No",54.903024,23.950302
"Applied Chemistry","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/applied-chemistry-2/","English","Lithuania",180,"No",54.903024,23.950302
"Industrial Engineering","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/industrial-engineering/","English","Lithuania",180,"No",54.903024,23.950302
"Lithuanian Studies","Vilnius University","Bachelor","https://studyin.lt/programs/lithuanian-studies/","English","Lithuania",180,"No",54.682788,25.287514
"Automation and Electrical Engineering","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor","https://studyin.lt/programs/automation-and-electrical-engineering/","English","Lithuania",180,"No",51.919438,19.145136
"Languages and Cultures of the Nordic and Baltic Sea Region","Vilnius University","Master","https://studyin.lt/programs/languages-and-cultures-of-the-nordic-and-baltic-sea-region/","English","Lithuania",NA,"No",54.682788,25.287514
"Pedagogy of Primary Education and Early Foreign Language Teaching (in Vilnius)","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/pedagogy-of-primary-education-and-early-foreign-language-teaching-in-vilnius/","English","Lithuania",180,"No",54.899789,23.911436
"Ecology and Climate Change","Vytautas Magnus University","Master","https://studyin.lt/programs/ecology-and-climate-change/","English","Lithuania",NA,"No",54.899789,23.911436
"Hydraulic Engineering","Vytautas Magnus University","Master","https://studyin.lt/programs/hydraulic-engineering-2/","English","Lithuania",NA,"No",54.899789,23.911436
"Agronomy","Vytautas Magnus University","Master","https://studyin.lt/programs/agronomy-2/","English","Lithuania",NA,"No",54.899789,23.911436
"Sustainable Engineering","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/sustainable-engineering/","English","Lithuania",180,"No",54.899789,23.911436
"Social Work: specialisation Social Work in the Context of Global Crises","Vytautas Magnus University","Master","https://studyin.lt/programs/social-work-specialisation-social-work-in-the-context-of-global-crises/","English","Lithuania",NA,"No",54.899789,23.911436
"International Cybersecurity and Cyberintelligence (The Arqus Joint MA Programme)","Vilnius University","Master","https://studyin.lt/programs/international-cybersecurity-and-cyberintelligence-the-arqus-joint-ma-programme/","English","Lithuania",NA,"No",54.682788,25.287514
"Art Management","Vilnius University","Master","https://studyin.lt/programs/art-management/","English","Lithuania",NA,"No",54.682788,25.287514
"Marketing Technologies","Vilnius University","Bachelor","https://studyin.lt/programs/marketing-technologies-2/","English","Lithuania",180,"No",54.682788,25.287514
"Nursing","Vilnius University","Bachelor","https://studyin.lt/programs/nursing-3/","English","Lithuania",180,"No",54.682788,25.287514
"General Practice Nursing","Kauno kolegija Higher Education Institution","Bachelor","https://studyin.lt/programs/general-practice-nursing-6/","English","Lithuania",180,"No",37.13927,-8.542825
"Software systems","Kauno kolegija Higher Education Institution","Bachelor","https://studyin.lt/programs/software-systems/","English","Lithuania",180,"No",37.13927,-8.542825
"PhD in Psychology","Mykolas Romeris University","PhD","https://studyin.lt/programs/phd-in-psychology/","English","Lithuania",NA,"No",54.687367,25.289212
"PhD in Law","Mykolas Romeris University","PhD","https://studyin.lt/programs/phd-in-law/","English","Lithuania",NA,"No",54.687367,25.289212
"PhD in Management","Mykolas Romeris University","PhD","https://studyin.lt/programs/phd-in-management/","English","Lithuania",NA,"No",54.687367,25.289212
"PhD in Economics","Mykolas Romeris University","PhD","https://studyin.lt/programs/phd-in-economics/","English","Lithuania",NA,"No",54.687367,25.289212
"PhD in Education Science","Mykolas Romeris University","PhD","https://studyin.lt/programs/phd-in-education-science/","English","Lithuania",NA,"No",54.687367,25.289212
"Spanish Philology","Vilnius University","Bachelor","https://studyin.lt/programs/spanish-philology/","English","Lithuania",180,"No",54.682788,25.287514
"MBA Entrepreneurship & Innovation","Vilnius University","Master","https://studyin.lt/programs/mba-entrepreneurship-innovation/","English","Lithuania",NA,"No",54.682788,25.287514
"GOvernance and Administration of Leisure and sports","Mykolas Romeris University","Master","https://studyin.lt/programs/governance-and-administration-of-leisure-and-sports/","English","Lithuania",NA,"No",54.687367,25.289212
"Project Management","Mykolas Romeris University","Master","https://studyin.lt/programs/project-management/","English","Lithuania",NA,"No",54.687367,25.289212
"Digital Media Design","Mykolas Romeris University","Bachelor","https://studyin.lt/programs/digital-media-design/","English","Lithuania",180,"No",54.687367,25.289212
"Mathematics of Modern Technologies","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor","https://studyin.lt/programs/mathematics-of-modern-technologies/","English","Lithuania",180,"No",54.725283,25.330526
"Architecture","Kaunas University of Technology","PhD","https://studyin.lt/programs/architecture-3/","English","Lithuania",NA,"No",54.903024,23.950302
"Photography","Kauno kolegija Higher Education Institution","Bachelor","https://studyin.lt/programs/photography/","English","Lithuania",180,"No",37.13927,-8.542825
"Fashion Innovation Technologies","Kaunas University of Technology","Master","https://studyin.lt/programs/fashion-innovation-technologies/","English","Lithuania",NA,"No",54.903024,23.950302
"Construction Management","Kaunas University of Technology","Master","https://studyin.lt/programs/construction-management/","English","Lithuania",NA,"No",54.903024,23.950302
"Medicinal Chemistry","Kaunas University of Technology","Master","https://studyin.lt/programs/medicinal-chemistry/","English","Lithuania",NA,"No",54.903024,23.950302
"Fashion Engineering","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/fashion-engineering/","English","Lithuania",180,"No",54.903024,23.950302
"Transport Electronics","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/transport-electronics/","English","Lithuania",180,"No",54.903024,23.950302
"Electrical Engineering","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/electrical-engineering-2/","English","Lithuania",180,"No",54.903024,23.950302
"Automation and Control","Kaunas University of Technology","Bachelor","https://studyin.lt/programs/automation-and-control/","English","Lithuania",180,"No",54.903024,23.950302
"Design","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/design-3/","English","Lithuania",180,"No",50.5328165,14.1750751
"Photonics and Nanotechnology","Vilnius University","Master","https://studyin.lt/programs/photonics-and-nanotechnology/","English","Lithuania",NA,"No",54.682788,25.287514
"Educational Management","Vytautas Magnus University","Master","https://studyin.lt/programs/educational-management/","English","Lithuania",NA,"No",54.899789,23.911436
"Music Production","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/music-production/","English","Lithuania",180,"No",54.899789,23.911436
"Accounting and Finance / Учет и Финансы (in Russian/English)","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/accounting-and-finance-%d1%83%d1%87%d0%b5%d1%82-%d0%b8-%d1%84%d0%b8%d0%bd%d0%b0%d0%bd%d1%81%d1%8b/","Russian","Lithuania",180,"No",54.899789,23.911436
"Logistics and Commerce","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/logistics-and-commerce/","English","Lithuania",180,"No",54.899789,23.911436
"Business Logistics","Vytautas Magnus University","Master","https://studyin.lt/programs/business-logistics/","English","Lithuania",NA,"No",54.899789,23.911436
"Online Courses: Research Methodology","Lithuania Business University of Applied Sciences","Other","https://studyin.lt/programs/online-courses-research-methodology/","English","Lithuania",NA,"No",54.892574,23.914519
"Online Courses: Communication Psychology","Lithuania Business University of Applied Sciences","Other","https://studyin.lt/programs/online-courses-communication-psychology/","English","Lithuania",NA,"No",54.892574,23.914519
"Online Courses: Course of Information Technologies","Lithuania Business University of Applied Sciences","Other","https://studyin.lt/programs/online-courses-course-of-information-technologies/","English","Lithuania",NA,"No",54.892574,23.914519
"Online Courses: Modern Economic Theories (part I)","Lithuania Business University of Applied Sciences","Other","https://studyin.lt/programs/online-courses-modern-economic-theories-course-of-information-technologies-communication-psychology-applied-philosophy-research-methodology/","English","Lithuania",NA,"No",54.892574,23.914519
"Central and East European Languages and Cultures (Polish Studies)","Vilnius University","Bachelor","https://studyin.lt/programs/polish-studies/","English","Lithuania",180,"No",54.682788,25.287514
"DeepTech Entrepreneurship","Vilnius University","Master","https://studyin.lt/programs/deeptech-entrepreneurship/","English","Lithuania",NA,"No",54.682788,25.287514
"International Project Management","Vilnius University","Master","https://studyin.lt/programs/international-project-management/","English","Lithuania",NA,"No",54.682788,25.287514
"Digital Marketing","Vilnius University","Master","https://studyin.lt/programs/digital-marketing/","English","Lithuania",NA,"No",54.682788,25.287514
